"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"04022100","Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened","609","New Zealand","34","Entrepot Trade by Bonded Area","12","Tianjin","972000","Kilogram","0","?","3,922,189",
"04022100","Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened","609","New Zealand","34","Entrepot Trade by Bonded Area","31","Shanghai Province","300637","Kilogram","0","?","2,100,161",
"04022100","Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened","609","New Zealand","34","Entrepot Trade by Bonded Area","33","Zhejiang Province","80536","Kilogram","0","?","652,028",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","106","Myanmar","19","Border Trade","53","Yunnan Province","2480","Kilogram","0","?","14,338",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","109","Democratic People's Republic of Korea","10","Ordinary Trade","21","Liaoning Province","50500","Kilogram","0","?","116,009",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","124","Kilogram","0","?","346",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","117","Jordan","10","Ordinary Trade","42","Hubei Province","2","Kilogram","0","?","85",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","632","Kilogram","0","?","1,731",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","122","Malaysia","10","Ordinary Trade","13","Hebei Province","1050","Kilogram","0","?","5,561",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","132","Singapore","10","Ordinary Trade","23","Heilongjiang Province","1","Kilogram","0","?","12",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","223","Cote d'lvoire","10","Ordinary Trade","35","Fujian Province","4596","Kilogram","0","?","18,200",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","305","France","10","Ordinary Trade","23","Heilongjiang Province","0","Kilogram","0","?","4",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","307","Italy","10","Ordinary Trade","33","Zhejiang Province","100","Kilogram","0","?","893",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","501","Canada","10","Ordinary Trade","33","Zhejiang Province","338","Kilogram","0","?","4,024",
"04022900","Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened","601","Australia","10","Ordinary Trade","33","Zhejiang Province","360","Kilogram","0","?","2,483",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","10000","Kilogram","0","?","21,156",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","110","Hong Kong£¬China","34","Entrepot Trade by Bonded Area","44","Guangdong Province","6160","Kilogram","0","?","8,247",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","378","Kilogram","0","?","965",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","122","Malaysia","10","Ordinary Trade","31","Shanghai Province","7","Kilogram","0","?","197",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","127","Pakistan","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","53295","Kilogram","0","?","207,755",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","132","Singapore","10","Ordinary Trade","31","Shanghai Province","1512","Kilogram","0","?","3,939",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","136","Thailand","10","Ordinary Trade","43","Hunan Province","9240","Kilogram","0","?","16,930",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","307","Italy","10","Ordinary Trade","33","Zhejiang Province","175000","Kilogram","0","?","456,291",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","309","Netherlands","10","Ordinary Trade","31","Shanghai Province","454464","Kilogram","0","?","550,001",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","502","United States","33","Customs Warehousing Trade","31","Shanghai Province","24","Kilogram","0","?","180",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","601","Australia","10","Ordinary Trade","12","Tianjin","39556","Kilogram","0","?","93,550",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","601","Australia","10","Ordinary Trade","31","Shanghai Province","37800","Kilogram","0","?","90,720",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","601","Australia","39","Other","33","Zhejiang Province","36","Kilogram","0","?","119",
"04029100","Milk&cream not in solid form, concentrated, unsweetened","609","New Zealand","10","Ordinary Trade","11","Beijing","205480","Kilogram","0","?","393,761",
"04029900","Milk&cream not in solid form, concentrated, sweetened","106","Myanmar","19","Border Trade","53","Yunnan Province","3120","Kilogram","0","?","3,663",
"04029900","Milk&cream not in solid form, concentrated, sweetened","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","34447","Kilogram","0","?","60,135",
"04029900","Milk&cream not in solid form, concentrated, sweetened","110","Hong Kong£¬China","34","Entrepot Trade by Bonded Area","44","Guangdong Province","98402","Kilogram","0","?","233,406",
"04029900","Milk&cream not in solid form, concentrated, sweetened","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","1076","Kilogram","0","?","2,458",
"04029900","Milk&cream not in solid form, concentrated, sweetened","122","Malaysia","10","Ordinary Trade","31","Shanghai Province","13","Kilogram","0","?","185",
"04029900","Milk&cream not in solid form, concentrated, sweetened","122","Malaysia","10","Ordinary Trade","37","Shandong Province","0","Kilogram","0","?","2",
"04029900","Milk&cream not in solid form, concentrated, sweetened","132","Singapore","10","Ordinary Trade","37","Shandong Province","0","Kilogram","0","?","1",
"04029900","Milk&cream not in solid form, concentrated, sweetened","136","Thailand","10","Ordinary Trade","43","Hunan Province","8567","Kilogram","0","?","15,887",
"04029900","Milk&cream not in solid form, concentrated, sweetened","138","United Arab Emirates","10","Ordinary Trade","31","Shanghai Province","5","Kilogram","0","?","16",
"04029900","Milk&cream not in solid form, concentrated, sweetened","141","Viet Nam","10","Ordinary Trade","44","Guangdong Province","19500","Kilogram","0","?","41,700",
"04029900","Milk&cream not in solid form, concentrated, sweetened","301","Belgium","10","Ordinary Trade","31","Shanghai Province","109976","Kilogram","0","?","757,997",
"04029900","Milk&cream not in solid form, concentrated, sweetened","304","Germany","10","Ordinary Trade","34","Anhui Province","24150","Kilogram","0","?","56,236",
"04029900","Milk&cream not in solid form, concentrated, sweetened","309","Netherlands","10","Ordinary Trade","31","Shanghai Province","106713","Kilogram","0","?","174,433",
"04029900","Milk&cream not in solid form, concentrated, sweetened","502","United States","10","Ordinary Trade","32","Jiangsu Province","22657","Kilogram","0","?","18,994",
"04029900","Milk&cream not in solid form, concentrated, sweetened","601","Australia","10","Ordinary Trade","44","Guangdong Province","164326","Kilogram","0","?","248,323",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","109","Democratic People's Republic of Korea","10","Ordinary Trade","21","Liaoning Province","1620","Kilogram","0","?","2,359",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","110","Hong Kong£¬China","10","Ordinary Trade","13","Hebei Province","28053","Kilogram","0","?","61,341",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","10608","Kilogram","0","?","29,850",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","110","Hong Kong£¬China","34","Entrepot Trade by Bonded Area","44","Guangdong Province","770","Kilogram","0","?","2,778",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","121","Macao,China","10","Ordinary Trade","13","Hebei Province","1440","Kilogram","0","?","3,150",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","25282","Kilogram","0","?","77,539",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","122","Malaysia","10","Ordinary Trade","51","Sichuan Province","144","Kilogram","0","?","572",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","1281","Kilogram","0","?","5,915",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","133","Republic of Korea","39","Other","37","Shandong Province","18","Kilogram","0","?","74",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","141","Viet Nam","10","Ordinary Trade","32","Jiangsu Province","8760","Kilogram","0","?","10,556",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","141","Viet Nam","10","Ordinary Trade","43","Hunan Province","4800","Kilogram","0","?","9,075",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","304","Germany","10","Ordinary Trade","12","Tianjin","10099","Kilogram","0","?","19,712",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","304","Germany","10","Ordinary Trade","31","Shanghai Province","386608","Kilogram","0","?","613,578",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","305","France","10","Ordinary Trade","31","Shanghai Province","1","Kilogram","0","?","5",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","305","France","34","Entrepot Trade by Bonded Area","31","Shanghai Province","158955","Kilogram","0","?","1,172,101",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","306","Ireland","34","Entrepot Trade by Bonded Area","31","Shanghai Province","10000","Kilogram","0","?","62,416",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","310","Greece","10","Ordinary Trade","11","Beijing","495","Kilogram","0","?","3,947",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","312","Spain","10","Ordinary Trade","31","Shanghai Province","7412","Kilogram","0","?","17,342",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","312","Spain","34","Entrepot Trade by Bonded Area","31","Shanghai Province","9124","Kilogram","0","?","38,176",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","601","Australia","10","Ordinary Trade","11","Beijing","6034","Kilogram","0","?","32,302",
"04032010","Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa","601","Australia","10","Ordinary Trade","31","Shanghai Province","48802","Kilogram","0","?","324,262",
